"","site_no","wt_year","Annual_Discharge","t_mean","pcp"
"430","15304000",2003,48384.1095890411,2.24094708822668,0.317014462503398
"431","15304000",2004,40466.1202185792,1.18976687205335,-0.0515067274345912
"432","15304000",2005,45085.4794520548,1.90056240124007,0.298563256117308
"433","15304000",2006,41142.4657534247,-0.685946116223931,-0.050956846646861
"434","15304000",2007,39267.1232876712,0.406831553205848,0.129571891112978
"435","15304000",2008,40775.956284153,-1.06910387612879,-0.184851187713341
"436","15304000",2009,38854.5205479452,-1.12159790533284,-0.12299947018166
"437","15304000",2010,36197.2602739726,0.0814978734900556,0.0487872857626321
"438","15304000",2011,38278.0821917808,-0.154050985351205,-0.0278788592019635
"439","15304000",2012,50720.7650273224,-1.58941101841629,0.351658254119361
"440","15304000",2013,42223.0136986301,-0.728863576427102,-0.0347200136605856
